Rating,Date,Title,Content,Reviewer,Verified,Brand Response,YearMonth,Country
5,2024-05-03,Qualité prix très raisonnable,Bon travail,"Soltane, Tunisia",Yes,"Bonjour Soltane,  Je vous remercie infiniment pour votre retour.  C'est avec joie que j'apprends que nos produits ont répondu à vos attentes.  Excellente journée à vous, à très bientôt.  Marwen Sportivement Service Client",2024-05,Tunisia
5,2024-05-01,Merci,Bonjour,"Mcbr, Tunisia",Yes,"Bonjour Yassine,  je vous remercie pour votre avis  Nous sommes ravis que nos produits vous plaisent  Au plaisir de vous revoir prochainement dans nos allées  Bonne journée et à bientôt :)  Rawen Conseillère Service Client",2024-05,Tunisia
4,2024-04-28,Tissu,Qualité tissu médiocre,"Mohamed Amin, Tunisia",Yes,"Bonjour Mohamed Amine,  Merci pour votre retour d'expérience  Si vous avez remarqué des défauts sur nos chaussures, n'hésitez pas à nous les retourner pour évaluation. En cas de défaut de fabrication, nous vous offrons la possibilité d'un échange.  N'hésitez pas à nous contacter si besoin.  Votre satisfaction est notre priorité :)  Rawen Conseillère Service Client",2024-04,Tunisia
5,2024-04-26,le produit est excellent,jai acheté 4 spadries fille femme et 2 pour mon garçons agé de 16 ils sont excellents merci,"Kebida, Tunisia",Yes,"Bonjour,  Je vous remercie pour votre retour d'expérience.  Nous sommes ravis que le CHAUSSURES EKIDEN ONE ait été à la hauteur de vos attentes  Au plaisir de vous accueillir prochainement dans nos allées :)  Rawen Conseillère Service Client",2024-04,Tunisia
3,2024-04-23,Ras,Ras,"Kouissi, Tunisia",Yes,"Bonjour Kouissi,  Tout d'abord, je suis désolé que votre expérience n'ait pas été à la hauteur.  Je vous suggère de nous fournir plus de détails, afin que nous puissions améliorer notre produit.  Votre feedback est d'une grande valeur pour nous.  Excellente journée à vous.  Marwen Sportivement Service Client",2024-04,Tunisia
5,2024-04-22,merte7 yesser ou ya3tini boost fel machy,merte7 yesser ou ya3tini boost fel machy,"Ben kacem, Tunisia",Yes,"Bonjour,  je vous remercie pour votre avis.  Nous sommes ravis que nos produits vous plaisent.  Au plaisir de vous revoir prochainement dans nos allées  Bonne journée et à bientôt :)  Rawen Conseillère Service Client",2024-04,Tunisia
3,2024-04-03,.,.,"Oudali, Tunisia",Yes,"Bonjour Merci d'avoir partagé votre avis. En le consultant, j'ai noté que vous n'êtes pas entièrement satisfait de notre produit. Pourriez-vous partager plus de détails afin que nous puissions cibler les aspects à améliorer et ainsi augmenter votre satisfaction ? Bonne journée  Sportivement Hassine Conseiller Service Client",2024-04,Tunisia
5,2024-03-31,Bonne qualité,Bonne qualité,"Mehdi, Tunisia",Yes,"Bonjour Mehdi,  Nous vous remercions d'avoir partagé votre avis avec nous.  Nous sommes ravis de savoir que vous êtes satisfait de notre Chaussures EKIDEN ONE .  Passez une excellente journée.  Oussama Conseiller Service Client",2024-03,Tunisia
4,2024-03-31,Merci pour vos services,Bon continuation,"Ghassen, Tunisia",Yes,"Bonjour Ghassen,  Merci d'avoir partagé votre avis avec nous,  Nous sommes là pour vous offrir le meilleur service possible.  Au plaisir de vous accueillir prochainement dans nos allées.  Passez une excellente journée.  Oussama Conseiller Service Client",2024-03,Tunisia
5,2024-03-20,Satisfied,Satisfait à le choix rapport qualité et prix meilleur,"Montassar, Tunisia",Yes,"Bonsoir Montassar, Merci beaucoup pour votre retour positif sur notre rapport qualité-prix Cela signifie beaucoup pour nous. Nous nous efforçons toujours de proposer des produits de qualité à des prix accessibles. Nous sommes ravis que vous ayez apprécié cette combinaison. N'hésitez pas à nous rendre visite à nouveau pour découvrir d'autres offres intéressantes. Passez une belle soirée  Sportivement Hassine Conseiller Service Client",2024-03,Tunisia
3,2024-03-06,Avis,Merci,"Ayed, Tunisia",Yes,"Bonjour Amor, Merci d'avoir pris le temps de laisser votre avis. Je remarque que vous n'êtes pas complètement satisfait de notre produit. Pourriez-vous me fournir plus de détails ou d'informations afin que nous puissions améliorer la qualité de notre produit et mieux répondre à vos attentes ? Votre retour est très important pour nous aider à nous améliorer et à vous offrir une meilleure expérience. Je vous souhaite une excellente journée.  Sportivement Hassine Conseiller Service Client",2024-03,Tunisia
4,2024-03-05,Tres bon,Tres bon quality,"Mohamed, Tunisia",Yes,"Bonjour Mohamed,  Merci pour votre retour d'expérience.  Nous sommes ravis que nos produits vous plaisent  N'hésitez pas à revenir vers nous si vous avez d'autres besoins ou commentaires  Passez une excellente journée et à très bientôt :)  Rawen Conseillère Service Client",2024-03,Tunisia
5,2024-03-04,produit. super,je vous. remercie,"Abdallah, Tunisia",Yes,"Bonsoir Abdallah,  Nous vous remercions énormément pour votre retour.  Nous sommes ravis d'apprendre que vous avez trouvé notre produit super, et que vous le recommandez.  Votre feedback est d'une grande valeur pour nous.  Excellente soirée à vous.  Marwen Sportivement Service Client",2024-03,Tunisia
5,2024-03-04,Good,Good,"Yassine, Tunisia",Yes,"Bonjour Yassine, merci pour votre retour d'expérience.  Nous sommes ravis que nos produits vous plaisent.  Passez une excellente journée et à très vite :)  Asma Conseillère service client",2024-03,Tunisia
5,2024-03-02,Excellent 👍,Très robuste et légère,"Zied, Tunisia",Yes,"Bonjour,  Nous vous remercions d'avoir partagé votre avis avec nous,  Nous sommes ravi de savoir que vous êtes satisfait de notre produit CHAUSSURES EKIDEN ONE BLUE JEAN  Au plaisir de vous accueillir prochainement dans nos allées.  Passez une excellente journée.  Oussama Conseiller Service Client",2024-03,Tunisia
5,2024-02-29,Satisfaction,Insuffisance des survêtement 'habillement du confort avant// après pratique du sport merci,"soualmia, Tunisia",Yes,"Bonsoir,  Merci pour votre retour positif,  Nous prenons votre commentaire au sérieux et nous sommes soucieux d'améliorer constamment nos produits.  Au plaisir de vous accueillir prochainement dans nos allées.  Bonne soirée.  Oussama Conseiller Service Client",2024-02,Tunisia
5,2024-02-26,KALENJI CHAUSSURES EKIDEN ONE BLUE JEAN,"Parfait, léger.","30, Tunisia",Yes,"Bonjour,  Merci pour votre retour d'expérience.  Nous sommes ravis que nos produits vous plaisent  Passez une excellente journée et à très bientôt :)  Rawen Conseillère Service Client",2024-02,Tunisia
4,2024-02-19,Avis,Avis,"Chalroun, Tunisia",Yes,"Bonsoir Wassim,  Merci pour votre retour d'expérience.  Nous sommes ravis que nos produits vous plaisent  Passez une excellente soirée et à très bientôt :)  Rawen Conseillère Service Client",2024-02,Tunisia
5,2024-02-05,je suis très satisfait,très bonne qualité,"Mohamed, Tunisia",Yes,"Bonjour Mohamed,  Nous vous remercions pour votre retour positif,  Cependant, nous remarquons que vous avez attribué une note de 1/5 pour la légèreté des chaussures, bien que vous ayez exprimé une grande satisfaction.  Si vous avez des questions ou besoins, n'hésitez pas à nous contacter.  Passez une excellente journée.   Oussama Conseiller Service Client",2024-02,Tunisia
5,2024-01-26,Excellent,Excellent produit,"Mohamed Monji, Tunisia",Yes,"Bonjour Mohamed,  Nous vous remercions énormément pour votre retour.  Nous sommes ravis d'apprendre que vous avez trouvé notre produit excellent, et que vous le recommandez.  Je vous souhaite une excellente journée.  Marwen Sportivement Service Client",2024-01,Tunisia
5,2024-01-23,un bon produit,je suis satisfait pour le moment,"karim Masmoudi, Tunisia",Yes,"Bonsoir Karim,  Nous vous remercions énormément pour votre avis.  Nous sommes ravis d'apprendre que vous avez trouvé notre produit très bon, et que vous le recommandez.  Je vous souhaite une excellente soirée.   Marwen Sportivement Service Client",2024-01,Tunisia
4,2024-01-22,Suggestions,Merci à toute l'équipe,"Sami, Tunisia",Yes,"Bonjour Sami,  Je vous remercie pour votre avis  Nous sommes ravis que nos produits vous plaisent et que notre équipe a été à la hauteur de vos attentes.  Passez une excellente journée et à très vite :)  Rawen Conseillère Service Client",2024-01,Tunisia
4,2024-01-14,Bon,Un bon choix,"Fakhri, Tunisia",Yes,"Bonsoir,  je vous remercie pour votre avis. Au plaisir de vous revoir prochainement dans nos allées  Bonne soirée :)  Asma Conseillère service client",2024-01,Tunisia
4,2024-01-02,Chaussures à recommander,Chaussures confortables légères à recommander pour la marche et le running,"Ibrahim, Tunisia",Yes,"Bonsoir Ibrahim,  nous vous remercions énormément pour votre retour.  Nous sommes ravis de savoir que nos produits aient été à la hautre.  Encore merci pour votre confiance en notre produit.  Excellente soirée à vous.  Marwen Sportivement Service Client",2024-01,Tunisia
4,2023-12-27,bien,bien,"Youssef, Tunisia",Yes,"Bonsoir Youssef,  je vous remercie pour votre avis. Nous sommes ravis que nos produits vous plaisent  Passez une excellente soirée et à très vite :)  Asma Conseillère service client",2023-12,Tunisia
4,2023-12-15,Bon plan,Qualité prix et légèreté = un très bon plan,"Mohamed, Tunisia",Yes,"Bonsoir Mohamed,  Je vous remercie pour votre retour d'expérience.  Nous sommes ravis que nos produits vous plaisent  Passez une excellente soirée et à bientôt.  Oussama Conseiller Service Client",2023-12,Tunisia
5,2023-11-27,Léger et confortable.,Léger et confortable.,"Hakam, Tunisia",Yes,"Bonjour,  merci pour votre retour d'expérience. Nous sommes ravis que nos produits vous plaisent  Profitez bien de vos achats  Passez une excellente journée et à bientôt :)  Asma Conseillère service client",2023-11,Tunisia
5,2023-11-20,Excellent choix,Le meilleur,"Ali, Tunisia",Yes,"Bonjour Ali,  Nous vous remercions pour votre avis.  Nous sommes ravis d'apprendre que vous considérez notre produit comme le meilleur.  Votre feedback est d'une grande valeur pour nous, car il nous aide à améliorer nos produits.  Je vous souhaite une excellente journée.  Marwen Sportivement Service Client",2023-11,Tunisia
4,2023-11-07,Trés bon,Tres bon,"Rayene, Tunisia",Yes,"Bonjour Mr.Rayen,  je vous remercie pour votre avis. Nous sommes ravis que nos produits vous plaisent.  Profitez bien de vos achat et à très vite  Bonne journée :)  Asma Conseillère service client",2023-11,Tunisia
5,2023-11-07,satisfaisant,je suis satisfaite du service ainsi que des articles que j'ai acheté je recommande vivement décathlon.,"Linda, Tunisia",Yes,"Bonjour Linda, Nous tenons à exprimer notre gratitude pour avoir partagé votre avis avec nous. Nous sommes enchantés de constater votre satisfaction à l'égard de nos produits et de nos services. Nous avons hâte de vous accueillir à nouveau dans votre magasin Decathlon Djerba. Passez une excellente journée !  Sportivement Hassine Conseiller Service Client",2023-11,Tunisia
5,2023-11-02,Très bien,Merci beaucoup,"Null, Tunisia",Yes,"Bonsoir, Votre avis nous fait énormément plaisir !  Nous sommes ravis de voir que notre produit répond à vos besoins et vous rend satisfait.  Passez une excellente soirée.  Oussama Conseiller Service Client",2023-11,Tunisia
5,2023-10-26,Chaussures sport,Très bon,"Wassim, Tunisia",Yes,"Bonsoir Wassim, Je vous remercie pour votre retour d'expérience.  Nous sommes ravis que la CHAUSSURES EKIDEN ONE BLUE JEAN ait été à la hauteur de vos attentes.  Au plaisir de vous accueillir prochainement dans nos allées  Oussama Conseiller Service Client",2023-10,Tunisia
5,2023-10-18,Merci beaucoup,Merci beaucoup pour votre service,"Sofien, Tunisia",Yes,"Bonjour Sofien, Merci pour votre avis Rien ne nous réjouit plus que votre satisfaction envers nos services. Passez une excellente journée  Sportivement Hassine Conseiller Service Client",2023-10,Tunisia
2,2023-10-11,Passable,Mauvais design,"Sihem, Tunisia",Yes,"Bonjour Mme. Sihem,  Tout d'abord, merci de nous faire part de votre retour. Nous sommes navrés de voir que votre expérience avec nous n'a pas été optimale. Nous prenons bonne note de vos remarques et allons faire en sorte de nous améliorer sur ces points.  Je vous souhaite une excellente journée.  Oussama Conseiller Service Client",2023-10,Tunisia
4,2023-10-11,Léger et confortable,"J'ai apprécié le produit, pour son confort et sa légèreté.","Ines, Tunisia",Yes,"Bonjour Mme.Ines,  je vous remercie pour votre avis. Nous sommes ravis que nos produits aient été à la hauteur de vos attentes.  Profitez bien de vos achats.  Passez une excellente journée et bonne journée :)  Asma Conseillère service client",2023-10,Tunisia
4,2023-09-22,PARFAIT,Très bon article je recommande,"Ghazi, Tunisia",Yes,"Bonsoir Mr.Ghazi,  Je vous remercie pour votre retour d'expérience.  Nous sommes ravis que CHAUSSURE EKIDEN ONE BLUE JEAN ait été à la hauteur de vos attentes.  Au plaisir de vous accueillir prochainement dans nos allées    Marwa Service relation client DECATHLON TUNISIE",2023-09,Tunisia
4,2023-09-18,Je suis satisfait,Je suis satisfait,"Mounir, Tunisia",Yes,"Bonjour Mr.Mounir,  Je vous remercie pour votre retour d'expérience.  Nous sommes ravis que CHAUSSURE EKIDEN ONE BLUE JEAN ait été à la hauteur de vos attentes  Au plaisir de vous accueillir prochainement dans nos allées  Passez une agréable journée  Marwa Service relation client DECATHLON TUNISIE",2023-09,Tunisia
4,2023-09-11,Bon qualité,Bon qualité et bon prix,"Montasar, Tunisia",Yes,"Bonjour Mr.Montassar,  Merci pour votre avis positif ! Nous sommes ravis que vous appréciiez la qualité de notre produit et son prix compétitif.  Votre satisfaction est notre principale préoccupation, et nous nous efforçons de maintenir ces niveaux de qualité pour nos clients.  Vous êtes le bienvenu :) Passez une excellente journée  Asma Conseillère service client",2023-09,Tunisia
5,2023-09-06,Merci beaucoup pour votre qualité espérant avoir p,Merci beaucoup,"Taoufik, Tunisia",Yes,"Bonjour Taoufik, Savoir que notre produit vous rend satisfait est une grande source de bonheur. Passez une excellente journée     Sportivement Hassine Conseiller Service Client",2023-09,Tunisia
5,2023-07-26,Super Décathlon,Tres bonne qualité avec prix moins cher.,"Jomaa, Tunisia",Yes,"Bonjour ,  Nous sommes ravis d'apprendre que vous êtes satisfaite de la qualité et du prix de notre produit. Cependant, nous avons remarqué que vous n'avez pas recommandé ce produit. Nous aimerions comprendre la raison derrière votre décision pour pouvoir continuer à améliorer nos produits.  Vous êtes la bienvenue Bonne journée :)  Asma Conseillère service client",2023-07,Tunisia
3,2023-07-03,Satisfait,Souple et legé,"Karim, Tunisia",Yes,"Bonjour monsieur Karim, je vous remercie pour votre avis. Vous êtes le bienvenu  Oussama Conseiller Service Client",2023-07,Tunisia
4,2023-06-21,Satisfait,Rapport qualité prix très bien,"Mouin, Tunisia",Yes,"Bonjour,  Merci pour votre avis. je suis contente que vous soyez satisfait. N'hésitez pas à nous faire plus de feedback pour continuer à s'améliorer et vous offrir de meilleures expériences dans le futur.   Au plaisir de vous revoir bientôt dans notre magasin Decathlon AZUR CIty    Meriam Sportif satisfait c'est mon métier",2023-06,Tunisia
5,2023-06-12,Bon,Bon,"Fares, Tunisia",Yes,"Bonjour Fares,  Je vous remercie pour votre retour d'expérience.  Nous sommes ravis que nos produits aient été à la hauteur :)  Au plaisir de vous accueillir prochainement dans nos allées  Marwa Service relation client DECATHLON TUNISIE",2023-06,Tunisia
3,2023-04-10,Qualité moyenne,"Bon et léger, mais il n'est pas assez rigide, s'est déchiré rapidement","Hassene, Tunisia",Yes,No response,2023-04,Tunisia
4,2023-04-10,Bon,"Bon mais il n'est pas assez rigide, juste pour marcher, les sports à éviter.","Hassene, Tunisia",Yes,No response,2023-04,Tunisia
3,2023-04-10,AAA,AAA,"Faycel, Tunisia",Yes,"Bonsoir monsieur, je vous remercie pour votre avis. Vous êtes le bienvenu Passez une excellente soirée :)  Asma Ezzedini",2023-04,Tunisia
1,2023-03-07,Premier prix,Qualité médiocre !!! Alors qu'en vérifiant je me suis rendu compte que le prix a doublé. Déçu de cet achat !!!,"Omar, Tunisia",Yes,"Bonjour Monsieur Omar,  Merci d'avoir pris le temps de donner votre avis sur notre (CHAUSSURES DE RUNNING HOMME KALENJI RUN 100 GRIS . Je vous invite en magasin où un conseiller vous écoutera et pourra vous proposer d'utiliser la garantie Decathlon. Elle permet d'échanger un produit, ou de vous faire rembourser. Par la même occasion, le conseiller pourra vous orienter vers un modèle qui répondra mieux à vos attentes.  Aussi notre sens est de rendre accessible le sport au plus grand nombre, de ce fait, nous avons choisi de pratiquer les prix les plus bas possible toute l'année mais plusieurs facteurs nous contraignent d'augmenter les prix de certains produits comme principalement l'augmentation des coûts des matières premières qui ne cessent d'augmenter , les coûts de fabrication des articles ,les frais d'importation( Decathlon est une marque Française tous nos produits sont importés)...  Merci pour votre compréhension et à très bientôt dans votre magasin Decathlon Tunis City. Sportivement       Zaï  Nour ✌️   Leader Sport Equitation 🐴",2023-03,Tunisia
1,2023-02-21,insatisfait,après utilisation quotidienne (200 m de marche par jour) le produit s'est déchiré de côté,"Abderaman, Tunisia",Yes,No response,2023-02,Tunisia
5,2023-02-20,Très satisfait,Qualité\ prix top,"Cherif, Tunisia",Yes,"Bonjour monsieur, merci d'avoir partagé avec nous votre avis. Nous sommes ravis que nos produits aient été à la hauteur :) Passez une agréable journée et à bientot  Asma, Leader sport Decathlon Mall Of Sousse",2023-02,Tunisia
5,2023-01-29,avis,approuvé,"Youssef, Tunisia",Yes,"Bonjour Monsieur Youssef ,  Je vous remercie pour votre avis et pour cette super note !C'est un plaisir de lire votre satisfaction :) Ravis de voir que nos produits vous plaisent.  Je vous souhaite une bonne journée, à bientôt dans votre décathlon Tunis City. Sportivement,     Zaï  Nour ✌️   Leader Sport Equitation 🐴",2023-01,Tunisia
4,2023-01-26,Bon produit,Bon produit,"Houcem, Tunisia",Yes,"Bonjour, Merci pour ce retour au TOP, vous êtes génial! Je suis ravie que votre expèrience s’est bien passée comme vous l’avez souhaité  Meriam Sportif satisfait c'est mon métier",2023-01,Tunisia
1,2023-01-16,Se déchire facilement,Se déchire facilement,"Seifeddine, Tunisia",Yes,"Bonjour monsieur, merci d'avoir partagé avec nous votre avis. Je vous invite à revenir chez nous afin de nous puissions trouver une solution de votre problème avec la présence de votre ticket de caisse Je vous souheite une excellente journée :)  Asma, Leader sport Decathlon Mall Of Sousse",2023-01,Tunisia
5,2023-01-13,Satisfait,Les chaussures kalenji sont très confortable,"Houyem, Tunisia",Yes,"Bonjour, Merci pour votre avis. Au plaisir de vous revoir prochainement dans votre magasin  Meriam Sportif satisfait c'est mon métier",2023-01,Tunisia
4,2022-12-19,Bon,Merci,"Lotfi, Tunisia",Yes,"Bonjour, je vous remercie pour votre avis, votre satisfaction client étant l’une de nos priorités 🙂 A la prochaine   Meriam Sportif satisfait c'est mon métier",2022-12,Tunisia
5,2022-12-19,جيد,جيد جدا,"Othmani, Tunisia",Yes,"Bonjour monsieur, merci pour votre avis. Vous êtes le bienvenu :) Passez une excellente journée  Asma, Leader sport Decathlon Mall Of Sousse",2022-12,Tunisia
5,2022-12-19,Merci,Merciiii,"Eya, Tunisia",Yes,No response,2022-12,Tunisia
1,2022-11-17,Très chère,Très chere,"Sami, Tunisia",Yes,No response,2022-11,Tunisia
4,2022-11-07,Bon produit,Bon produit,"Anis, Tunisia",Yes,bonjour  Je suis content que vous soyez satisfait de votre visite chez notre magasin Decathlon Azur City :) A la prochaine     meriam :) Sportifs satisfaits c'est mon métier,2022-11,Tunisia
4,2022-11-07,راحة . أناقة. جمال,شكل جميل وجذاب خفة ورشقة,"Nabil, Tunisia",Yes,"bonjour  je vous remercie pour votre et pour cette super note 🙂, je vous souhaite une bonne journée a bientôt      meriam :) Sportifs satisfaits c'est mon métier",2022-11,Tunisia
3,2022-11-07,Moiyenne,Moiyenne,"Brahim, Tunisia",Yes,bonjour  Merci pour votre avis. A la prochaine  :)  meriam :) Sportifs satisfaits c'est mon métier,2022-11,Tunisia
5,2022-11-07,Sport,Les survettements et les espadrilles sont de tres bonne qualite.,"ines, Tunisia",Yes,"Bonjour Madame Ines,   Je vous remercie pour votre avis et pour cette super note ! Ravis de voir que nos produits vous plaisent 😍   Passez une excellente journée et à très bientôt dans notre magasin Decathlon Tunis City. Sportivement ✌   Zaï  Nour ✌️   Leader Sport Equitation 🐴",2022-11,Tunisia
5,2022-11-04,formidable,j'ai utilisé ce produit et il est suffisant pour course et marche,"H-Art, Tunisia",Yes,No response,2022-11,Tunisia
5,2022-11-04,formidable,j'ai utilisé ce produit et il est bien suffisant pour marche et course,"H-Art, Tunisia",Yes,No response,2022-11,Tunisia
5,2022-10-10,Merci,C'est une bonne qualité,"Meher, Tunisia",Yes,"Bonjour Monsieur Meher ,  Je vous remercie pour votre avis et pour cette super note !C'est un plaisir de lire votre satisfaction :) Ravis de voir que nos produits vous plaisent.  Je vous souhaite une bonne journée, à bientôt dans votre décathlon  Sportivement,   Zaï  Nour ✌️   Leader Sport Equitation 🐴",2022-10,Tunisia
1,2022-10-03,Beaucoup de defaut,Manque de finition.defaut a l'intérieur il gêne et fait un douleur au pied .'sur épaisseur du couture a l'intérieur .,"Noamen, Tunisia",Yes,No response,2022-10,Tunisia
5,2022-09-26,Super,Excellent,"Youssef, Tunisia",Yes,"Bonjour monsieur, merci pour votre avis. A très bientôt dans votre magasin. Bonne journée.  Asma, Leader sport Decathlon Mall Of Sousse",2022-09,Tunisia
4,2022-09-26,Avis personnel,"Oui, c'est un bon produit","Sami, Tunisia",Yes,bonjour  Merci pour votre avis. je suis content que vous êtes satisfait.    Sportifs satisfaits c'est mon métier Meriam :),2022-09,Tunisia
4,2022-09-05,Je recommande,C'est excellent en terme de rapport qualité prix...,"Mohamed, Tunisia",Yes,"Bonjour Monsieur Mohamed ,  Je vous remercie pour votre avis et pour cette super note !C'est un plaisir de lire votre satisfaction :) Ravis de voir que nos produits vous plaisent.  Je vous souhaite une bonne journée, à bientôt dans votre décathlon  Sportivement,    Zaï  Nour ✌️   Leader Sport Equitation 🐴",2022-09,Tunisia
2,2022-09-05,.,ضربني في ساقي,"Hamdi, Tunisia",Yes,"Bonjour Ms  Tout d'abord merci pour votre avis , pouvez vous nous envoyer votre numéro de portable pour qu'on puisse vous appeler et savoir la problématique de l'article Vous pouvez faire l'echange s'il y a eu une faute de fabrication .  Sportivement .  Islem,Le Sport c'est mon Passion 💪 ""Désir,Force,Défi""",2022-09,Tunisia
4,2022-07-15,Bon produit,Idéal pour marche sur centier battus,"Wael, Tunisia",Yes,"Bonjour monsieur, merci pour votre avis. Nous sommes ravis que nos produits aient été à la hauteur de vos attentes. Vous êtes le bienvenu. Bonne journée.  Asma, Leader sport Decathlon Mall Of Sousse",2022-07,Tunisia
5,2022-07-12,Bien,Merci pour votre service,"Ahmed, Tunisia",Yes,"Bonjour Monsieur Ahmed ,  Nous vous remercions pour votre commentaire sur nos services et nous sommes ravis que votre expérience ait été agréable😊 Comme toujours, si vous êtes satisfait, nous sommes heureux de pouvoir vous satisfaire !  Mes collègues et moi-même vous souhaitons une excellente journée 😊 Sportivement,    Nour  Leader Sport Equitation",2022-07,Tunisia
5,2022-06-29,Ma satisfaction,"Franchement je suis très satisfait non seulement des achats mais aussi des agents et le service aussi,merci beaucoup Decathlon pour ce meilleur rapport qualité prix.","Bilel, Tunisia",Yes,"Bonjour Bilel  Merci pour votre avis. Je suis content que vous etes satisfait !  A la prochaine dans votre magasin decathlon Azur City  Mohamed.E Sportif, à votre service 😊",2022-06,Tunisia
4,2022-06-03,Bon,Bonne qualité,"Taha, Tunisia",Yes,"Bonjour, Merci pour votre avis. Vous êtes le bienvenu. Bonne journée.   Asma, Leader sport Decathlon Mall Of Sousse",2022-06,Tunisia
5,2022-05-27,Excellent,Excellent produit,"Moez, Tunisia",Yes,No response,2022-05,Tunisia
1,2022-05-16,Mauvaise service,Mauvais service,"Amdouni, Tunisia",Yes,"Bonjour,  Vous avez toujours la possibilité de ramener votre sac écologique, Décathlon ne vous oblige pas à acheter le sac.  Passez une bonne journée.  Khalil, Leader Sport Décathlon",2022-05,Tunisia
3,2022-05-16,Diminuer le prix s'il vous plaît,Diminuer le prix s'il vous plaît,"Abidi, Tunisia",Yes,"Bonjour M Abidi,  Je suis Mohamed Leader d'équipe à Decathlon La Marsa.  Tout d'abord je vous remercie pour votre feedback.  J'en profite de cet échange pour vous expliquer les causes de hausse de prix.  En effet, suite à la crise covid19 on a vu les prix des matières premières et de transport et logistique augmenter partout dans le monde.  En plus, on a eu des augmentations de taxes en Tunisie.  Ces facteurs ont impactés directement nos prix.  A Decathlon, nous travaillons chaque jour pour vous proposer le juste prix. C'est à dire, la meilleure offre en Tunisie en terme de rapport qualité prix et technicité.  En espérant vous revoir bientôt dans notre magasin Decathlon La Marsa.  Cdt Mohamed  MOHAMED",2022-05,Tunisia
