Rating,Date,Title,Content,Reviewer,Verified,Brand Response,YearMonth,Country
5,2025-05-12,Buty OK,na piętrze bieganie buty super.,"Jakub, Poland",Yes,No response,2025-05,Poland
5,2025-05-12,No Title,Buona qualità per il prezzo speso,"Nadia, Italy",Yes,No response,2025-05,Italy
5,2025-05-12,No Title,"Bardzo wygodne, nawet na długie spacery. Bardzo lekkie","Małgorzata, Poland",Yes,No response,2025-05,Poland
1,2025-05-12,jetable,"morte au bout de 4 mois ,semelles plus que usées et tissu intérieur troué sur les 2 pieds'","christine, France",Yes,No response,2025-05,France
5,2025-05-08,No Title,"Très confortables, utilisées pour la marche","christelle, France",Yes,No response,2025-05,France
3,2025-05-08,No Title,"Buena zapatilla para empezar a correr, hasta 1 hora.","Ángel, Spain",Yes,No response,2025-05,Spain
5,2025-05-08,No Title,Sangat nyaman digunakan saat lari dan untuk jalan jauh,"Marvel, Indonesia",Yes,No response,2025-05,Indonesia
5,2025-05-07,No Title,"Scarpa molto leggera ed essenziale, per chi non ha problemi ai piedi è l'ideale, ottimo rapporto qualità prezzo.","fabio, Italy",Yes,No response,2025-05,Italy
5,2025-05-07,No Title,Çok rahat ve hafif aşırı beğendi eşim,"ali, Türkiye",Yes,No response,2025-05,Türkiye
5,2025-05-07,No Title,Çok rahat ve hafif eşim için aldım çok memnun,"ali, Türkiye",Yes,No response,2025-05,Türkiye
5,2025-05-07,No Title,지인이 가벼운 조깅및 헬스장 러닝용 신발 찾기에 선물해드렸는데 너무 만족하고 가볍고 쿠셔닝 너무좋다고 칭찬이 엄청나네요. 정사이즈라고 하네요,"HyunSik, South Korea",Yes,No response,2025-05,
5,2025-05-06,No Title,Suficientes para empezar a correr una o dos veces por semana menos de 1 hora,"Ángel, Spain",Yes,No response,2025-05,Spain
4,2025-05-06,No Title,"Suficiente para principiantes, dos veces por semana 1 hora.","Ángel, Spain",Yes,No response,2025-05,Spain
5,2025-05-06,No Title,"acheté pour ma femme, pour pratique récréative de footting ou marche sportive","cedric, France",Yes,No response,2025-05,France
5,2025-05-06,No Title,Niezwykle lekkie,"Jakub, Poland",Yes,No response,2025-05,Poland
5,2025-05-06,No Title,çok hafif çok kullanışlı,"Tuncer, Türkiye",Yes,No response,2025-05,Türkiye
5,2025-05-06,No Title,"Çok başarılı rahat, sağlam bir ayakkabı. Eşime aldım günlük severek kullanıyor. Erkek modelinide kendim kullanıyorum koşarken. Harika bir ürün. Kesinlikle tavsiye ederim.","Ni̇hat, Türkiye",Yes,No response,2025-05,Türkiye
2,2025-05-06,Not Satisfied,Not exactly as shown in the image,"Rana, India",Yes,"Hello Rana, Thank you for your feedback regarding the women's running shoes. We're sorry to hear that the product did not meet your expectations.  We understand how important it is for our customers to receive a product that matches what they see in the image. To help us better understand the issue, could you kindly provide more details about what was different or what aspect of the shoes did not meet your expectations? Whether it's the color, design, fit, or any other feature, your insights will be very helpful.  Your feedback is valuable to us, and we will be sure to review it with our team to ensure that we improve the accuracy of our product images and descriptions. We always strive to offer the best experience for our customers.  Thank you again for bringing this to our attention. We look forward to hearing from you and making sure your concerns are addressed  Sportingly, Sagar Gocher Sports ambassador Running United",2025-05,India
5,2025-05-05,No Title,Wszystko gra na 102,"Dawid, Poland",Yes,No response,2025-05,Poland
5,2025-05-05,Hafif ve Rahat,Hafif ve rahat ayakkabı. Yürüyüş ve koşu için birebir,"Kaan, Türkiye",Yes,No response,2025-05,Türkiye
5,2025-05-02,Boas,Adequadas para o pretendido,"Rodrigues, Portugal",Yes,No response,2025-05,Portugal
5,2025-05-02,No Title,muito confortaveis,"Elisabete, Portugal",Yes,No response,2025-05,Portugal
1,2025-05-02,It's Not A Comfortable Size Is Very Small,Not good,"KOLLURKAR, India",Yes,"Hello Kollurkar, Thank you for sharing your feedback with us. We’re sorry to hear that the women’s running shoes felt uncomfortable and that the size was smaller than expected. We understand how important the right fit is, especially when it comes to footwear for running or active use.  To better understand the issue, could you please confirm if the size you ordered is the one you usually wear, or if this particular model felt tighter than expected? This will help us review any potential sizing inconsistencies.  We truly appreciate your input and are here to assist you further if needed. Your experience matters to us, and your feedback helps us improve our products.  Thank you for giving us the opportunity to address this, and I look forward to hearing from you.  Sportingly, Sagar Gocher Sports ambassador Running United",2025-05,India
5,2025-04-30,No Title,"Страхотен избор! Изключително удобни и леки. Предоставят отлична възможност на крака да ""диша"". Препоръчвам!","Илиев, Bulgaria",Yes,No response,2025-04,Bulgaria
5,2025-04-30,No Title,"Boty používám na 5 km běh a nikdy s nimi nebyl problém. Mám trochu širší chodidla a lehce mě při častém nošení tlačí malíček, avšak nic hrozného. Dobře tlumí a jsou lehké. Za ty peníze hodně muziky.","Sára, Czechia",Yes,No response,2025-04,Czechia
5,2025-04-29,Excellents.,Les meilleures chaussures que j'ai jamais portées.,"Natalia, France",Yes,No response,2025-04,France
5,2025-04-27,No Title,回购第二次了，满意,"中国客户, China",Yes,No response,2025-04,China
5,2025-04-27,No Title,第二次买了，质量轻，穿着不累脚,"中国客户, China",Yes,No response,2025-04,China
5,2025-04-24,buty do biegania,"Bardzo wygodne, praktycznie niezniszczalne. Jestem bardzo zadowolona z zakupu.","Joanna, Poland",Yes,No response,2025-04,Poland
5,2025-04-24,très bien,confortable,"ANAIS, France",Yes,No response,2025-04,France
3,2025-04-24,No Title,Gostei dos tenis embora fiquem apertados e raspem no calanhar mas sao bons para caminhar pouco tempo,"Solange P, Portugal",Yes,No response,2025-04,Portugal
5,2025-04-24,No Title,健身服务态度非常好，特别棒！！！！,"中国客户, China",Yes,No response,2025-04,China
5,2025-04-24,No Title,件件满意,"中国客户, China",Yes,No response,2025-04,China
5,2025-04-22,No Title,Comode,"Luigi, Italy",Yes,No response,2025-04,Italy
5,2025-04-21,Koşu ve profesyonel kullanım için ideal,Ürünün hafifliği ve iç yapısınkn rahatlığı çok güzel. Günlük hayatta benim gibi çok fazla yürüyorsanız kullanabilirsiniz. Malzeme şimdilik pek yağmura dayanıklı gibi durmuyor ama bahar ve yaz ayları için güzel,"Hatice Ebrar, Türkiye",Yes,No response,2025-04,Türkiye
4,2025-04-21,good product,Good product,"Neha, India",Yes,No response,2025-04,India
4,2025-04-19,Kalenji futócipő,"Abszolút kezdő futóként vettem ezt a cipőt, aszfaltra. Olvastam olyan véleményt, hogy volt akinek rövid idő után megfájdult benne a talpa, én ezt egyáltalán nem tapasztaltam, nekem kényelmes. Hetente 2-3 alkalommal használom, az ütéscsillapítása mérsékelt, de ettől a modelltől nem is vártam többet. Könnyű, jól gördül, a cipőfűzője lehetne kicsit hosszabb.","Judit, Hungary",Yes,No response,2025-04,Hungary
3,2025-04-18,No Title,"Giày bền, mang êm cực,giá thành hợp lý. Mình rất thích đôi giày nàyyy","Anonymous Author, Vietnam",Yes,No response,2025-04,Vietnam
5,2025-04-17,No Title,46438154354,"中国客户, China",Yes,No response,2025-04,China
5,2025-04-16,çok hafif,çok hafif ve kullanışlı ve günlük kullanıma uygun bir fiyat performans ürünü,"zeynep, Türkiye",Yes,No response,2025-04,Türkiye
5,2025-04-16,No Title,"Scarpe ottime per camminare su strada, leggere, comode.. quasi come non averle ai piedi. Vestono leggermente piccole.","Nadia, Italy",Yes,"Gentile Nadia, grazie per il tempo dedicatoci nel recensire le Scarpe running donna JOGFLOW 500.1 nere. Siamo felicissimi di ricevere recensioni come queste e venire a conoscenza che il prodotto da lei acquistato abbia soddisfatto appieno le sue aspettative. Le confermiamo che questo articolo viene solitamente consigliato a chi pratica camminata o corsa per la leggerezza, la traspirabilità e anche per l'ottimo rapporto qualità-prezzo. Recensioni positive come questa ci spingono ogni giorno a proporre prodotti innovativi e sempre più qualitativi. Con l'augurio di ricevere altre sue recensioni per aiutarci a sviluppare i nostri prodotti sportivi, le auguriamo buona serata. Massimo Referente Running Italia",2025-04,Italy
1,2025-04-16,Feels like a duplicate product of decathlon.,For the first time felt like decathlon did a scam to me. Shoe came with no boxes even when you scan the product it doesn't shoe anything with it. Front side of one pair stich with glue. Its really a terrible experience. very disappointed. Even the in hand feel is terrible.,"Smitarini, India",Yes,"Hello Smitarini, Thank you for sharing your experience, and I’m really sorry to hear that you’re dissatisfied with the shoes. We completely understand how frustrating it can be when a product doesn’t meet your expectations, especially when you feel it’s not up to the quality you expect.  We take product quality very seriously, and we regret that your pair arrived with issues like the lack of a box and glue-stitching on the front. This is definitely not the experience we want for our customers. Regarding the warranty, please note that it covers the sole pasting, but wear and tear due to usage, especially on the front toe stitching, would unfortunately fall outside of this coverage.  That said, we definitely want to make sure you’re satisfied, so if there’s a defect or something specific that’s bothering you, we’d love to look into it and help resolve the issue. If the product doesn’t meet the standards you expect, please let us know, and we can discuss potential options.  Again, we’re really sorry for the trouble this has caused, and we appreciate you giving us the opportunity to address it. Please don’t hesitate to reach out directly.  Sportingly, Sagar Gocher Sports ambassador Running United",2025-04,India
5,2025-04-15,Comodissime,Acquistate per le camminate di mia moglie che le giudica perfette e leggere.,"Giuseppe, Italy",Yes,No response,2025-04,Italy
5,2025-04-14,çok rahat çok kullanışlı,"yaklaşık 7 -8 aydır sürekli kullanıyorum ,bu zamana kadar giydiğim en rahat ve en kullanışlı ayakkabılardan biri duruşu çok kibar ben çok memnun kaldım","Lütfiye sena, Türkiye",Yes,No response,2025-04,Türkiye
5,2025-04-14,semelle haut qualité comme sketchers,je propose d augmenté la hauteur de semelle pa 3 mm,"Younes, Morocco",Yes,"Merci beaucoup pour votre avis ! Nous sommes heureux que la qualité de la semelle réponde à vos attentes. Nous prenons en compte toutes les suggestions de nos clients, et l'idée d'augmenter la hauteur de la semelle de 3 mm est intéressante. Nous transmettrons cette suggestion à notre équipe produit pour examen. Si vous avez d'autres idées ou commentaires, n'hésitez pas à nous les partager ! Douaa-L'équipe Décathlon",2025-04,Morocco
5,2025-04-14,manque pointure 42,pointure 42 svp,"khallouki, Morocco",Yes,No response,2025-04,Morocco
5,2025-04-14,Good,Good,"Mohamed, Morocco",Yes,No response,2025-04,Morocco
3,2025-04-14,No Title,"Không êm mấy, chạy nhiều lồng bàn chân đâu","Anonymous Author, Vietnam",Yes,No response,2025-04,Vietnam
3,2025-04-14,The size is not perfect,Needs to be return due to not fitted perfectly,"Kavita, India",Yes,No response,2025-04,India
5,2025-04-14,No Title,脚感舒服，设计美观大方，超好,"中国客户, China",Yes,No response,2025-04,China
5,2025-04-13,No Title,妈妈很喜欢,"中国客户, China",Yes,No response,2025-04,China
5,2025-04-13,No Title,舒服又好看,"中国客户, China",Yes,No response,2025-04,China
5,2025-04-13,No Title,很舒适,"中国客户, China",Yes,No response,2025-04,China
5,2025-04-12,comodissime,pratiche leggere da un look alla moda,"Adriano, Italy",Yes,No response,2025-04,Italy
5,2025-04-12,No Title,穿了一年了，还是很舒适，买来就是为了孕期穿的，轻便舒适,"中国客户, China",Yes,No response,2025-04,China
4,2025-04-11,Chaussure running très satisfaisante pour débutant,"Elles sont légères, confortables et bien amorties, ce qui est parfait pour une reprise en douceur ou pour des sorties tranquilles. Le design est sympa, féminin sans en faire trop, et la couleur rose corail donne un petit coup de pep’s.  Elles maintiennent bien le pied sans être trop rigides, et je n’ai eu aucune douleur ni ampoule même dès la première utilisation.  Excellent rapport qualité-prix, je recommande pour les débutantes ou pour une utilisation loisir !","Camille, France",Yes,No response,2025-04,France
5,2025-04-09,fiyat performans,gayet yeterli,"fahri, Türkiye",Yes,No response,2025-04,Türkiye
5,2025-04-09,Excellent,Very good,"Salam, India",Yes,No response,2025-04,India
1,2025-04-08,Not Upto Mark,I got pain in foot after using this shoe. It's not comfortable at all.,"S, India",Yes,"Hello S, Thank you for taking the time to share your experience. We’re truly sorry to hear that the women’s running shoes caused discomfort and pain in your foot. That’s certainly not what we want anyone to go through, especially with footwear meant to support your movement.  To better understand what may have caused the issue, could you share a bit more about how the shoes felt while in use? For example, was it related to the arch, heel, or overall fit? Also, knowing how long you wore them and for what activity could help us assess the concern more clearly.  We aim to create running shoes that provide comfort, support, and performance, so feedback like yours is incredibly important in helping us improve. Every experience matters, and we're always working to better understand where things can be improved.  Thanks again for getting in touch. We appreciate your honesty and are here if you'd like to share any more details with us.  Sportingly, Sagar Gocher Sports ambassador Running United",2025-04,India
5,2025-04-07,Női futócipő - Jogflow 500.1,Jó kényelmes!,"Szilárd, Hungary",Yes,No response,2025-04,Hungary
5,2025-04-07,No Title,非常棒。打折买的，很划算,"中国客户, China",Yes,No response,2025-04,China
4,2025-04-07,No Title,"sepatunya nyaman dipake, ringan dan empuk, tetapi karna produk lama jadi bagian lem lemnya ada beberapa terbuka setelah pemakaian kurang lebih 1 bulan (hal yg wajar), tp sejauh ini aman dan nyaman","Abi, Indonesia",Yes,No response,2025-04,Indonesia
