Rating,Date,Title,Content,Reviewer,Verified,Brand Response,YearMonth,Country
5,2025-05-16,No Title,High quality affordable price,"Khairudin, Singapore",Yes,No response,2025-05,Singapore
3,2025-05-16,No Title,"Quality Ok, material is kind of thin.","Boon hshin, Singapore",Yes,No response,2025-05,Singapore
5,2025-05-16,No Title,très bon produit et très confortable et ace grand comme sac a dos,"mickael, France",Yes,No response,2025-05,France
5,2025-05-16,No Title,Nice bag,"Lizza, Singapore",Yes,No response,2025-05,Singapore
5,2025-05-15,No Title,Ottimo acquisto,"Raffaella, Italy",Yes,No response,2025-05,Italy
4,2025-05-15,No Title,Amazing bag very comfy,"Carlton, India",Yes,No response,2025-05,India
4,2025-05-14,No Title,"Per il prezzo pagato, veramente ottimo","LUCA, Italy",Yes,No response,2025-05,Italy
5,2025-05-14,Mükemmel,Urun cok guzel,"Rıza, Türkiye",Yes,No response,2025-05,Türkiye
5,2025-05-14,çanta,"Çanta kullanışlı, taşınması ve kapasitesi gayet iyi. Decathlon kalitesi, teşekkürler.","Şerif, Türkiye",Yes,No response,2025-05,Türkiye
4,2025-05-14,No Title,Pour utiliser des voyages en avion pour des cours séjours simple parfait,"MICHEL, France",Yes,No response,2025-05,France
5,2025-05-14,No Title,"Ottimo zaino di taglia media, possibilità di personalizzazione","Eleonora, Italy",Yes,No response,2025-05,Italy
5,2025-05-14,No Title,Daha öncesinde de kullandığım bir ürün. Çok işime yaradı.,"Nazlı, Türkiye",Yes,No response,2025-05,Türkiye
5,2025-05-13,Dobrej jakości plecak,Plecak używany przez męża do pracy.,"Ewa, Poland",Yes,No response,2025-05,Poland
5,2025-05-13,No Title,"Le sac à dos parfait, sobre, pratique, élégant, le compartiment à ordinateur à l'intérieur est bien pratique. Agréable à porter, léger. La place extérieure pour la bouteille d'eau, nickel. Et surtout, le prix imbattable. Je recommande.","JR, France",Yes,No response,2025-05,France
5,2025-05-13,No Title,Comodissimo,"colletti, Italy",Yes,No response,2025-05,Italy
4,2025-05-13,No Title,RAPPORT QUALITE PRIX IMBATTABLE,"DAVID, France",Yes,No response,2025-05,France
5,2025-05-13,No Title,"Utazáshoz választottuk. A reptéren nem ""szórakoztak vele"". Pont jó méret!","András, Hungary",Yes,No response,2025-05,Hungary
5,2025-05-13,Super Rucksack für kleine Leute,"Ich habe einen Rucksack mit um die 15L Fassungsvermögen gesucht, den man auch als persönlichen Gesgenstand mit ins Flugzeug nehmen kann. Dafür ist er perfekt geeignet. Viel Stauraum und sehr leicht!","Viktoria, Austria",Yes,No response,2025-05,Austria
3,2025-05-12,No Title,Buon prodotto per qualità e prezzo,"Lorenzo, Italy",Yes,No response,2025-05,Italy
5,2025-05-12,No Title,Çok iyi.,"Şerif, Türkiye",Yes,No response,2025-05,Türkiye
4,2025-05-12,No Title,Ottimo qualità prezzo,"Fran, Italy",Yes,No response,2025-05,Italy
3,2025-05-12,No Title,Prodotto economico ma molto utile,"Serena, Italy",Yes,No response,2025-05,Italy
5,2025-05-12,No Title,Polecam,"Jolanta, Poland",Yes,No response,2025-05,Poland
5,2025-05-12,Handy and durable,Loves it.. Comes with 10 years warranty,"Duljit, India",Yes,No response,2025-05,India
5,2025-05-10,No Title,Confortable,"Benoît, France",Yes,No response,2025-05,France
5,2025-05-10,No Title,For the price. It's worth it.,"Rhys, Spain",Yes,No response,2025-05,Spain
4,2025-05-10,No Title,Muy cómoda y chula,"miquel, Spain",Yes,No response,2025-05,Spain
5,2025-05-09,No Title,Excelent pentru nevoile mele.,"eduard, Romania",Yes,No response,2025-05,Romania
5,2025-05-09,No Title,Very Nice,"Kapil, India",Yes,No response,2025-05,India
5,2025-05-09,No Title,Poręczny.,"Mirosława, Poland",Yes,No response,2025-05,Poland
5,2025-05-09,Zaino,Zaino basic con una seconda tasca davanti.,"Fraschini, Italy",Yes,No response,2025-05,Italy
5,2025-05-08,No Title,Fait le taf,"DANY, France",Yes,No response,2025-05,France
5,2025-05-08,plecak,Super wygodny i pojemny,"Grzegorz, Poland",Yes,No response,2025-05,Poland
5,2025-05-08,Plecak 17l,Super plecaczek na co dzień i na krótkie wycieczki. Stosunek jakości do ceny 100/10. Polecam!,"Wojciech, Poland",Yes,No response,2025-05,Poland
5,2025-05-08,No Title,"Qualità prezzo top! lo uso tutti i giorni per andare a lavoro e portarmi dietro i miei oggetti e cibo, lo uso anche in moto!","Maurizio, Italy",Yes,No response,2025-05,Italy
5,2025-05-08,mükemmel,mükemmel,"Selçuk, Türkiye",Yes,No response,2025-05,Türkiye
5,2025-05-08,No Title,Parasının hakkını son krş kadar veriyor.,"Caner, Türkiye",Yes,No response,2025-05,Türkiye
5,2025-05-07,No Title,Muy util y comoda,"antonio, Spain",Yes,No response,2025-05,Spain
5,2025-05-07,No Title,Good,"shobil, India",Yes,No response,2025-05,India
5,2025-05-06,No Title,buen precio,"Mercedes, Spain",Yes,No response,2025-05,Spain
4,2025-05-06,No Title,"Và bene per piccole gite, e ovviamente se si mettono oggetti pesanti e si fà molta strada non è il massimo (ma non è il suo scopo) ... in ogni modo non costa molto e lo consiglio per il buon rapporto qualità/prezzo","Filippo, Italy",Yes,No response,2025-05,Italy
5,2025-05-06,No Title,Perfecta,"Su, Spain",Yes,No response,2025-05,Spain
5,2025-05-06,No Title,Parfait pour partir en randonnée avec sa poche gourde sur le côté,"Jean Luc, France",Yes,No response,2025-05,France
5,2025-05-06,No Title,Polecam,"Damian, Poland",Yes,No response,2025-05,Poland
5,2025-05-05,No Title,"Ottimo rapporto qualita'/prezzo. Molto bello il colore, maneggevole, resistente, assolutamente indicato per brevi escursioni in bici/a piedi o in alternativa al marsupio come contenitore di chiavi, portafoglio, bottiglietta d'acqua.","Luigi, Italy",Yes,No response,2025-05,Italy
1,2025-05-05,No Title,La red portabotellas se me rompió en 3 días,"cor, Spain",Yes,No response,2025-05,Spain
5,2025-05-03,Bom,Bom produto,"Rui, Portugal",Yes,No response,2025-05,Portugal
5,2025-05-02,No Title,"Tanto la atención como el producto, Magnífico todo.","ruth, Spain",Yes,No response,2025-05,Spain
4,2025-05-02,No Title,Ürün beklentimin üzerinede çok memnunum.,"Cetin, Türkiye",Yes,No response,2025-05,Türkiye
5,2025-04-30,No Title,K,"Anca, Romania",Yes,No response,2025-04,Romania
5,2025-04-30,No Title,Mindennapos használatra vettem. Pont jó méret. Nem nehéz a súlya.,"Éva, Hungary",Yes,No response,2025-04,Hungary
4,2025-04-30,No Title,"Foarte bun, rezistent. Perfect pt. călătoria cu avionul ca bagaj de mână","NARCIS, Romania",Yes,No response,2025-04,Romania
5,2025-04-30,Çanta,Küçük ve kullanışlı bir ürün fiyatida uygun ve sağlam bir ürün 2 yıldır kullanıyorum tavsiye ederim ama biraz küçük deneyip görmeden almayın,"Naim, Türkiye",Yes,No response,2025-04,Türkiye
5,2025-04-28,No Title,Balo nhỏ gọn nhẹ,"Nón bảo hiểm, Vietnam",Yes,No response,2025-04,Vietnam
5,2025-04-25,No Title,Boa muito recomendo,"RENATO DOS SANTOS, Portugal",Yes,No response,2025-04,Portugal
5,2025-04-25,No Title,"Simplet et efficace, il est parfait pour prendre l'avion et respecte les dimensions de certaines compagnies aériennes comme Transavia","Michael, France",Yes,No response,2025-04,France
5,2025-04-24,KULLANIŞLI,"Çanta fiyatına göre çok kullanışlı ve rahat, iç hacmi geniş","SİNAN KEMAL, Türkiye",Yes,No response,2025-04,Türkiye
5,2025-04-23,Parfait,Parfait,"THOMAS, France",Yes,No response,2025-04,France
5,2025-04-23,świetny plecak,"solidny plecak, chociaż mały to jest pojemny","Patrycja, Poland",Yes,No response,2025-04,Poland
4,2025-04-23,No Title,Robust materials,"Faizal, Malaysia",Yes,No response,2025-04,Malaysia
5,2025-04-23,No Title,Gia đình tôi đã dùng nhiều sản phẩm của hãng. Các sản phẩm dùng đề ok. Tôi cũng hay giới thiệu với người thân về các sản phẩm của hãng.,"Anonymous Author, Vietnam",Yes,No response,2025-04,Vietnam
4,2025-04-23,No Title,Zaino molto comodo e funzionale,"Antonio, Italy",Yes,No response,2025-04,Italy
5,2025-04-22,Taille idéal,Super bien. Idéal pour les piques nique et le sport,"richard, France",Yes,No response,2025-04,France
5,2025-04-22,Kullanışlı ve sağlam,Ürünü doğa yürüyüşleri için satın aldım deniz havlum yedek şort ve tişörtüm rahat sığıyor su şişesi koyma yeri olması ayrı bir avantaj herkese tavsiye ederim,"Barut, Türkiye",Yes,No response,2025-04,Türkiye
3,2025-04-22,No Title,tuyet voi,"Anonymous Author, Vietnam",Yes,No response,2025-04,Vietnam
5,2025-04-22,No Title,"Nhẹ, tiện lợi, để được nhiều đồ","Anonymous Author, Vietnam",Yes,No response,2025-04,Vietnam
5,2025-04-22,No Title,Rất hài lòng,"Anonymous Author, Vietnam",Yes,No response,2025-04,Vietnam
5,2025-04-21,No Title,Ba lô này rất tiện lợi và bền,"Anonymous Author, Vietnam",Yes,No response,2025-04,Vietnam
5,2025-04-21,No Title,Xuất sắc,"Anonymous Author, Vietnam",Yes,No response,2025-04,Vietnam
4,2025-04-21,No Title,Hài lòng,"Anonymous Author, Vietnam",Yes,No response,2025-04,Vietnam
5,2025-04-20,No Title,Cab use daily for casual.,"Shah, Malaysia",Yes,No response,2025-04,Malaysia
5,2025-04-20,No Title,Good bag,"Ezz, Malaysia",Yes,No response,2025-04,Malaysia
5,2025-04-20,No Title,"Good size, and very compatible for daily use and sports use.","Ahmad shahir, Malaysia",Yes,No response,2025-04,Malaysia
5,2025-04-20,No Title,Good product,"Ahmad shahir, Malaysia",Yes,No response,2025-04,Malaysia
5,2025-04-19,No Title,Its nice and I take it to gym,"Austin, Malaysia",Yes,No response,2025-04,Malaysia
5,2025-04-18,No Title,Sản phẩm đẹp và bền rất Thích,"Anonymous Author, Vietnam",Yes,No response,2025-04,Vietnam
5,2025-04-18,No Title,Tôi thấy ok,"Anonymous Author, Vietnam",Yes,No response,2025-04,Vietnam
5,2025-04-18,No Title,"Bền, đẹp, tiện dụng","Anonymous Author, Vietnam",Yes,No response,2025-04,Vietnam
5,2025-04-18,No Title,Tuyệt đỉnh,"Anonymous Author, Vietnam",Yes,No response,2025-04,Vietnam
5,2025-04-18,No Title,Rất thích sản phẩm bên mình .,"Anonymous Author, Vietnam",Yes,No response,2025-04,Vietnam
4,2025-04-17,No Title,Sản phẩm tốt đúng như tôi mong đợi dẽ luôn ủng hộ,"Anonymous Author, Vietnam",Yes,No response,2025-04,Vietnam
5,2025-04-16,GÜZEL,Çanta çok güzel sadece biraz küçük ama benim için yeterli,"Ali Cem, Türkiye",Yes,No response,2025-04,Türkiye
5,2025-04-16,kadın sırt cantasi,gerçekten çok begendim teşekkür ederim,"Sahin, Türkiye",Yes,No response,2025-04,Türkiye
5,2025-04-16,szuper,szeretjük,"Kinga, Hungary",Yes,No response,2025-04,Hungary
5,2025-04-15,Polecam,Polecam,"Mateusz, Poland",Yes,No response,2025-04,Poland
5,2025-04-14,R-A-S,RAS,"Hussain, Morocco",Yes,"Merci pour votre avis positif ! Bonjour, Nous vous remercions chaleureusement pour votre retour. Votre satisfaction est notre priorité et nous sommes ravis que notre produit ait répondu à vos attentes. Au plaisir de vous retrouver bientôt chez Decathlon. Douaa-L’équipe Decathlon",2025-04,Morocco
5,2025-04-14,👍,👍,"Khalil, Morocco",Yes,No response,2025-04,Morocco
5,2025-04-14,No Title,Uss for indoor classes,"nitish, India",Yes,No response,2025-04,India
5,2025-04-14,No Title,ok ổn,"Danh Khanh, Vietnam",Yes,No response,2025-04,Vietnam
5,2025-04-14,No Title,nhẹ. khá ok. giá ổn,"Anonymous Author, Vietnam",Yes,No response,2025-04,Vietnam
5,2025-04-11,Çok kullamışlı,Ürün kullanışlı tavsiye edilir,"Ömer Faruk, Türkiye",Yes,No response,2025-04,Türkiye
5,2025-04-11,excelente,excelente,"Patrícia, Portugal",Yes,No response,2025-04,Portugal
5,2025-04-11,No Title,Value for money,"Shubham vartak, India",Yes,No response,2025-04,India
5,2025-04-11,excelente,boa qualidade/preço,"Luis, Portugal",Yes,No response,2025-04,Portugal
4,2025-04-10,Serve,Serve para o que foi concebida e para o preco que cust,"André, Portugal",Yes,No response,2025-04,Portugal
5,2025-04-10,Sac léger bon prix,Sac léger à prix correct qui tient bien sur le dos il me convient parfaitement,"REMY, France",Yes,No response,2025-04,France
5,2025-04-10,mükemmel,her gün kullaniyorum cok dayanıklı,"Tolga, Türkiye",Yes,No response,2025-04,Türkiye
4,2025-04-10,f/p ürünü,"Ürün aşırı kaliteli değil ancak. seri sonu ürünü olarak aldığım için 17lt bu fiyata çok iyi. Çantanın kumaş ince, sırt kısmı da aynı şekilde. Fermuar başlığı da metal değil ip var sadece","eren, Türkiye",Yes,No response,2025-04,Türkiye
5,2025-04-10,No Title,"Mới đeo khoảng thời gian cảm nhận rất thoải mái , ngăn tùy không quá bự nhưng vẫn đủ để đựng những đồ cần thiết. Nói chung là quá xứng đáng với số tiền bỏ ra.","Anonymous Author, Vietnam",Yes,No response,2025-04,Vietnam
5,2025-04-10,No Title,Nice bag,"mohd syafiq, Malaysia",Yes,No response,2025-04,Malaysia
5,2025-04-09,zaino,prodotto bem fatto e comodo,"Gigantiello , Italy",Yes,No response,2025-04,Italy
5,2025-04-07,No Title,Multiple purposes👍,"Vaibhav, India",Yes,No response,2025-04,India
5,2025-04-06,No Title,Ottimo zaino da tempo libero,"Eliana, Italy",Yes,No response,2025-04,Italy
5,2025-04-04,Perfetto,ottimo,"Agostino, Italy",Yes,No response,2025-04,Italy
4,2025-04-04,Taşıması kolay ve sağlam,Çantanın taşıması kolay ve sağlam. Gün içindeki yürüyüşler için ideal. Yan tarafındaki su şişesi bölmesi de güzel düşünülmüş. Fakat çamaşır makinesinde yıkayacak olanlar dikkat etmesi gerekiyor. Ön göz fermuarın altındaki fosforlu şerit yıkamadan sonra soyuldu.,"Samet, Türkiye",Yes,No response,2025-04,Türkiye
4,2025-04-03,No Title,"misura ideale come bagaglio a mano per i voli, impermeabile e comodo da portare","Irene, Italy",Yes,No response,2025-04,Italy
5,2025-04-03,Buen diseño,Buena capacidad,"Zaira, Spain",Yes,No response,2025-04,Spain
5,2025-04-02,ottimo zaino super comodo,super comodo per trekking e viaggi,"Torrisi, Italy",Yes,No response,2025-04,Italy
5,2025-04-02,Güzel,Çanta güzel yalnızca çok ses çıkarıyor kumaşından kaynaklı. Ama dış ortamlar için güzel.,"Esranur, Türkiye",Yes,No response,2025-04,Türkiye
