Rating,Date,Title,Content,Reviewer,Verified,Brand Response,YearMonth,Country
2,2024-09-30,TROP LEGER PAR MAUVAIS TEMPS,"Bien que ce soit le concept, la structure trop légère est fragile par mauvais temps et dangereuse au repliage si on est seul. Cher pour ce que c'est","gil, France",Yes,"Bonjour, Je suis Sébastien et je travaille avec l'équipe de conception sur ce produit. Je vous remercie pour votre message concernant notre cabine de douche de camping et je suis désolé pour le désagrément rencontré. Les retours de nos utilisateurs/trices sont importants pour nous, ils nous permettent d'améliorer notre conception. Si vous le souhaitez, il est possible d'ajouter des haubans pour améliorer la fixation de la cabine, en utilisant les points d'accroche sur la structure. Concernant le repliage, avez-vous un retour sur la problématique rencontrée s'il vous plaît ? Selon vous, faut-il apporter des informations complémentaires dans la notice ? Restant à votre écoute, je vous souhaite une bonne journée.  Sébastien Chef de produit",2024-09,France
5,2024-09-29,Super,assé grande,"Sylvie, France",Yes,No response,2024-09,France
5,2024-09-27,Douche,Facile a utiliser,"Aurelie, France",Yes,No response,2024-09,France
5,2024-09-25,Pratique,pratique et suffisamment grande.,"Nicolas, France",Yes,No response,2024-09,France
1,2024-09-23,Tente de douche et toilette,Bonjour à tous Très belle ⛺️ de douche le démol c'est qu'elle est ouverte au dessus et quand il pleut c'est pas terrible surtout quand je fais des sessions pour la pêche ps En plus il y a pas de poche pour mettre les produits de doudouche bonne journée,"Jean-Louis, France",Yes,"Bonjour Jean-Louis, Je vous remercie pour votre retour sur notre cabine de douche pour le camping. Je suis désolé d'apprendre que vous avez rencontré des désagréments. Vos commentaires sont précieux pour nous et nous aident à améliorer nos produits. Le toit ouvert est conçu pour permettre une meilleure ventilation et faciliter la suspension d'une douche à gravité, mais je comprends que cela puisse poser problème en cas de pluie. Concernant l'absence de poche pour les produits de douche, c'est une excellente suggestion. En effet, nous travaillons déjà sur plusieurs pistes pour retravailler ce produit dans les prochains mois. N'hésitez pas à nous faire part de toute autre suggestion. Je vous souhaite une excellente journée !  Lola Levillain - Assistante chef de produit",2024-09,France
5,2024-09-22,Pas toujours très facile…,Pas toujours très facile a replié.,"Jean-Francois, France",Yes,"Bonjour Jean François !  Merci d'avoir pris le temps de nous laisser votre ressenti sur cet achat ; si vous avez besoin qu'on vous donne une astuce pour replier plus facilement la cabine, n'hésitez pas à nous en faire part lors de votre prochain passage en magasin.  A très bientôt chez Decathlon et en vous souhaitant une agréable journée.  Sportivement.  Béatrice, Service Clients Décathlon Les Herbiers",2024-09,France
5,2024-09-19,"utile pour le camp,…","utile pour le camp, rapide à installer","Pierre, France",Yes,No response,2024-09,France
5,2024-09-19,Kabin,Çok memnun kaldığımı ifade etmeliyim. Pratik ve kullanışlı bir ürün. Tavsiye ederim.,"ihsan, Türkiye",Yes,No response,2024-09,Türkiye
5,2024-09-19,Zasłona prysznicowa,"Produkt spełnia swoją funkcję - można w nim wziąć prysznic czy przebrać się. W czasie upałów mocno się nagrzewa. Z minusów trochę ciężko się go składa, waga produktu mogłaby być lżejsza. Produkt mógłby być również bardziej kompaktowy.","Alina, Poland",Yes,No response,2024-09,Poland
5,2024-09-17,No Title,"Buon prodotto,non semplice capire subito il modo per chiuderlo ma con varie prove ci ai riesce.","Simone, Italy",Yes,No response,2024-09,Italy
5,2024-09-17,Cabine de douche,"Bonne qualité, résiste au vent et au forte pluie il faudrait juste avoir la possibilité de fermer au-dessus pour s'en servir quand il pleut.","Elodie, France",Yes,No response,2024-09,France
5,2024-09-11,Pratique,Pratique,"Dominique, France",Yes,No response,2024-09,France
5,2024-09-11,Hayat kurtarıcı,Kampta tuvalet ve ayakta giyinememe sorununu tamamıyla çözen bir ürün. Çok sağlam ve çok hafif,"TAMER, Türkiye",Yes,No response,2024-09,Türkiye
5,2024-09-06,Parfait,Parfait,"Camille, France",Yes,No response,2024-09,France
5,2024-09-06,Doğada ücretsiz kamp alanında kolaylık,Doğada ücretsiz kamp alanlarında duş ve tuvalet için büyük kolaylık sağladı. Uzun ve yüksek bir ürün olduğu için kurarken rüzgarın yönünü iyi tayin etmek faydanıza olur. Yere kolaylıkla sabitlensek de rüzgar açısından korunaklı bir yer seçtik ve rüzgardan uçmasının önüne geçtik.,"Cagri, Türkiye",Yes,No response,2024-09,Türkiye
5,2024-09-06,Kalite Farkı,Ürün benzerlerine göre biraz pahalı. Ancak kalite farkı bariz ortada. Kesinlikle tavsiye ederim.,"emre, Türkiye",Yes,No response,2024-09,Türkiye
5,2024-09-06,Pliage et dépliage très…,Pliage et dépliage très facile.,"Thierry, France",Yes,No response,2024-09,France
5,2024-09-05,BIEN PRATIQUE,BIEN PRATIQUE,"Catherine, France",Yes,No response,2024-09,France
5,2024-09-05,Polecamy,Idealnie Się sprawdza nic nie widać.,"MARTA, Poland",Yes,No response,2024-09,Poland
5,2024-09-02,Pratique,Pratique,"Didier, France",Yes,No response,2024-09,France
4,2024-09-02,Kamp için tuvalet kabini,"Kamp çadırının yanında hem duş, hem tuvalat hem de mayo değişiminde kullanabilmek için aldık. Altı açık. 4 köşesinden yere sabitleniyor. Ek iplerle rüzgarlı havada uçmaması için sabitlenebiliyor. Ücretli kamp yerlerinde kamp yapanlar için gerekmiyor fakat doğada kamp yapıyorsanız, duş ve tuvalet için mutlaka gerekli. 10 sn de açılıyor. Bir kaç kere açıp kapatmayı tecrübe ettikten sonra açıp kapatması çok pratik hale geliyor.","Cengiz, Türkiye",Yes,No response,2024-09,Türkiye
5,2024-09-02,Top pour mettre à…,Top pour mettre à l arrière du van,"Eric, France",Yes,No response,2024-09,France
5,2024-09-01,Nous recherchions ce type…,"Nous recherchions ce type de produit pour notre van et nous en sommes vraiment ravis, très utile, bien pensé et produit de qualité","Christophe, France",Yes,No response,2024-09,France
4,2024-09-01,"Très pratique, facile à…","Très pratique, facile à ouvrir mais assez difficile à replier.","Emilie, France",Yes,No response,2024-09,France
5,2024-08-31,Geweldig,Top voor op camping,"Kateen, Belgium",Yes,No response,2024-08,Belgium
2,2024-08-30,Toujours eu confiance aux…,"Toujours eu confiance aux produits Decathlon mais là..  Utilisé 15 jours pour nos vacances nomades, au bout de sa troisième utilisation cassé ! Arceaux cassé à plusieurs endroits, nous avons continué à l'utiliser puisque pas le choix mais avec difficulté puisque elle ne tenait plus debout !  Je tiens à préciser que j'ai deux tentes Ushuaia (2 secondes) dont une que j'ai depuis des années, j'ai l'habitude du repliage et pas de problème pour celles-ci mais cette tente et beaucoup plus fragile ou avait simplement un défaut de conception. Je vais d'ailleurs voir avec mon Decathlon pour un remboursement mais pas d'échange, plus confiance en cette tente !","eric, France",Yes,"Bonjour Eric, Merci d'avoir pris le temps de partager votre expérience avec notre produit. Je suis désolée d'apprendre que vous avez rencontré des problèmes de qualité avec les arceaux après seulement quelques utilisations.  La durabilité de nos produits est une priorité pour nous, et il est préoccupant d'apprendre que les arceaux casse aussi rapidement. Il est possible que vous ayez reçu un produit présentant un défaut de fabrication, ce qui ne devrait pas arriver. Je vous encourage donc à rapporter le produit dans l'un de nos magasins Décathlon. Notre équipe se fera un plaisir de vous proposer une solution, que ce soit un échange, une réparation, ou un remboursement si votre produit est toujours sous garantie.  Nous vous présentons nos excuses pour la gêne occasionnée et espérons regagner votre confiance lors de vos prochains achats chez Décathlon.  Alizée G. Assistante Chef de Produit - Quechua Tentes familiales, Couchage, Equipement du camp... Decathlon Passy (74) - Mountain Store",2024-08,France
5,2024-08-29,Kabina prysznicowa,"Bardzo praktyczna na wyjazd pod namiot, po złożeni","Ewa, Poland",Yes,No response,2024-08,Poland
5,2024-08-28,Cabine de douche,"Bon rapport qualité prix, pas toujours évident a refermer mais bon produit","Philippe, France",Yes,No response,2024-08,France
5,2024-08-28,Bon rapport qualité prix…,Bon rapport qualité prix et facile d’utilisation,"Brigitte, France",Yes,No response,2024-08,France
5,2024-08-28,"toaleta, przebieralnia","Dobry patent na toaletę, można wziąć w środku prysznic i zagospodarować jako toaleta. ciężko się składa i strach, że się połamie. łatwe w przechowywaniu. system szybkiego rozkladania jest mega, polecam.","Patrick, Poland",Yes,No response,2024-08,Poland
5,2024-08-28,kaliteli,kampta olmazsa olmazlardan,"Serkan, Türkiye",Yes,No response,2024-08,Türkiye
5,2024-08-27,kamp duş kabini,gayet başarılı ve kullanışlı bir ürün.,"Tanju, Türkiye",Yes,No response,2024-08,Türkiye
5,2024-08-27,spełnia zadanie,"Na słońcu jest w niej turbo ciepło, żadnej wentylacji na ściankach. Kupiłem za 179zl i to już była granicą jakość/cena, obecnie kosztuje chyba 289zl i to jest zdecydowanie przesada! Tej ceny nie jest warta.","Łukasz, Poland",Yes,No response,2024-08,Poland
4,2024-08-27,Il manque une petite…,Il manque une petite toile pour mettre au dessus quand on ne s’en sert pas comme douche,"Viviane, France",Yes,No response,2024-08,France
5,2024-08-26,Une super douche pour l’été,Très simple à mettre en Place avec un caillebotis en Bois et un écoulement spécifique à penser. Elle a fait plaisir à tous grands et petits au retour de plages !! Maintenant il nous reste à la replier. Nous espérons que cela soit aussi facile que pour l’installation.,"Dominique, France",Yes,No response,2024-08,France
5,2024-08-25,Godny polecenia,"Kabinę posiadamy już 6 lat, do tej pory bez żadnych wad. Polecam","emil, Poland",Yes,No response,2024-08,Poland
5,2024-08-25,Bien,Bien,"Michael, Switzerland",Yes,No response,2024-08,Switzerland
5,2024-08-24,Super contente de cet…,Super contente de cet article très pratique,"Nathalie, France",Yes,No response,2024-08,France
5,2024-08-23,Geç alınmış bir ürün,"Wc, soyunma kabini, duş hepsi için çok iyi. Çadırdan sonra en çok kullandığımız ürün oldu. Tek eksik yanı bana göre; duş başlığı için bir yer denmiş fakat köşede cırt yapıştırılan bişey var orası ise oraya neyle yapıştıracağız duş başlığını sabitlemek için de birşey gerekiyor. O parça içimden çıkmadı","Ferhat, Türkiye",Yes,No response,2024-08,Türkiye
5,2024-08-23,Harika,Süper bir ürün,"Ahmet, Türkiye",Yes,No response,2024-08,Türkiye
5,2024-08-23,facile à installer,facile à installer,"Christiane, France",Yes,No response,2024-08,France
5,2024-08-23,très bien,très bien,"cyrille, France",Yes,No response,2024-08,France
3,2024-08-22,Dommage il faudrait que…,Dommage il faudrait que sa soit un peu plus grand,"Xavier, France",Yes,No response,2024-08,France
5,2024-08-22,wc appoint,"a la peche pour mon amie , vite montée, remontée comme je peux mais souvent ca va, attention au retour d'arceau dans les pouces","jean jacques, France",Yes,No response,2024-08,France
5,2024-08-22,Top,"Rien à redire, facile à monter et à démonter ainsi qu'à ranger. Super pratique pour les toilettes et la douche lorsque l'on voyage en van","Carole, France",Yes,No response,2024-08,France
5,2024-08-21,tavsiye ederim..,"uzun süre önce almıştım kullanmaya zaman olmamıştı ilk kullanımda çevremizdekilerin bile dikkatini çekti ,rahat, kullanışlı , tavsiye ederim..","hüseyin, Türkiye",Yes,No response,2024-08,Türkiye
5,2024-08-20,No Title,Utile e di facile utilizzo,"Enrica, Italy",Yes,No response,2024-08,Italy
5,2024-08-20,No Title,Perfetto,"Maurizio, Italy",Yes,No response,2024-08,Italy
4,2024-08-19,Pièces de rechange,"Bonsoir, j'ai malheureusement brisé un arceau très certainement au pliage. À l'heure actuelle où l'on évite de jeter pour rien je souhaiterais réparer cette tente qui outre l'arceau brisé est nickel. Hélas, après plusieurs décathlon personne ne me propose mieux que de changer toute la tente. N'y à t'il pas une démarche plus prêt des valeurs écologiques. Ne pouvons nous pas seulement remplacer cet arceau qui de plus est démontable. Merci d'étudier la question à l'heure de la transition énergétique c'est une goutte d'eau mais il faut réfléchir différemment.","Philippe, France",Yes,No response,2024-08,France
3,2024-08-19,Gölge gösteriyor.,"Genişliği, açıp kapaması ve kalitesi çok iyi. Gündüz kullanmak için harika fakat karanlikta içinde ışik yaktığınızda silüetiniz görünebilir. Bu oldukça üzücü bir durum. Duş veya wc gibi mahremiyet gerektiren durumlarda kullanıldığı düşünülürse bu durum can sıkıyor. Sırf bu nedenle daha ucuz markaları tercih etmemiştim.","Asiye, Türkiye",Yes,No response,2024-08,Türkiye
5,2024-08-19,Son derece kullanışlı,Gayet güzel ve hızlı kuruluyor ben rüzgara dayanıklı olması için yanlarından ince halatları kullanarak daha sağlam hale getirdim. YouTube a da yükledim Serdar önal ordan izleyebilirsiniz.,"Serdar, Türkiye",Yes,No response,2024-08,Türkiye
5,2024-08-18,Bien,Excellent produit répondant parfaitement à l’usage,"Pascal, France",Yes,No response,2024-08,France
4,2024-08-17,Toit,Bonjour peut etre prévoir un système de fermeture de la partie haute. Afin de pouvoir garder au sec les jours de pluie.,"Michael, France",Yes,No response,2024-08,France
5,2024-08-17,Cabine pratique et simple…,Cabine pratique et simple d'utilisation.ul faut le coup de main pour la fermé mais très utile,"Raissa, France",Yes,No response,2024-08,France
